,movie,year,imdb,metascore,votes,n_imdb
0,Star Wars: Episode V - The Empire Strikes Back,1980,8.8,82,1032295,88.0
1,The Shining,1980,8.4,63,764451,84.0
2,Raging Bull,1980,8.2,89,283057,82.0
3,The Elephant Man,1980,8.2,77,197620,82.0
4,Airplane!,1980,7.8,78,187477,78.0
5,The Blues Brothers,1980,7.9,60,165181,79.0
6,Friday the 13th,1980,6.5,22,103500,65.0
7,Caddyshack,1980,7.3,48,95199,73.0
8,Superman II,1980,6.8,87,89468,68.0
9,The Blue Lagoon,1980,5.7,31,57574,57.0
10,The Fog,1980,6.8,55,56305,68.0
11,The Gods Must Be Crazy,1980,7.3,73,48678,73.0
12,Cannibal Holocaust,1980,5.9,22,45602,59.0
13,Flash Gordon,1980,6.5,58,45030,65.0
14,Ordinary People,1980,7.8,87,41578,78.0
15,Dressed to Kill,1980,7.1,74,29984,71.0
16,Altered States,1980,6.9,58,28825,69.0
17,Kagemusha,1980,8.0,84,28142,80.0
18,Popeye,1980,5.2,64,26643,52.0
19,The Changeling,1980,7.3,70,26028,73.0
20,9 to 5,1980,6.8,58,24350,68.0
21,Somewhere in Time,1980,7.3,29,24144,73.0
22,Stir Crazy,1980,6.8,56,22371,68.0
23,Private Benjamin,1980,6.1,59,21379,61.0
24,American Gigolo,1980,6.3,57,18991,63.0
25,The Final Countdown,1980,6.7,51,18861,67.0
26,Fame,1980,6.6,58,18472,66.0
27,The Big Red One,1980,7.2,77,17231,72.0
28,Cruising,1980,6.4,43,16137,64.0
29,Any Which Way You Can,1980,6.1,51,15673,61.0
30,Coal Miner's Daughter,1980,7.5,87,14984,75.0
31,Brubaker,1980,7.1,54,14232,71.0
32,Smokey and the Bandit II,1980,5.2,41,13394,52.0
33,Prom Night,1980,5.4,45,12977,54.0
34,Used Cars,1980,6.8,68,12221,68.0
35,Maniac,1980,6.5,22,12208,65.0
36,Heaven's Gate,1980,6.8,57,11975,68.0
37,Urban Cowboy,1980,6.3,61,11771,63.0
38,Star Wars: Episode V - The Empire Strikes Back,1980,8.8,82,1032295,88.0
39,The Shining,1980,8.4,63,764451,84.0
40,Raging Bull,1980,8.2,89,283057,82.0
41,The Elephant Man,1980,8.2,77,197620,82.0
42,Airplane!,1980,7.8,78,187477,78.0
43,The Blues Brothers,1980,7.9,60,165181,79.0
44,Friday the 13th,1980,6.5,22,103500,65.0
45,Caddyshack,1980,7.3,48,95199,73.0
46,Superman II,1980,6.8,87,89468,68.0
47,The Blue Lagoon,1980,5.7,31,57574,57.0
48,The Fog,1980,6.8,55,56305,68.0
49,The Gods Must Be Crazy,1980,7.3,73,48678,73.0
50,Cannibal Holocaust,1980,5.9,22,45602,59.0
51,Flash Gordon,1980,6.5,58,45030,65.0
52,Ordinary People,1980,7.8,87,41578,78.0
53,Dressed to Kill,1980,7.1,74,29984,71.0
54,Altered States,1980,6.9,58,28825,69.0
55,Kagemusha,1980,8.0,84,28142,80.0
56,Popeye,1980,5.2,64,26643,52.0
57,The Changeling,1980,7.3,70,26028,73.0
58,9 to 5,1980,6.8,58,24350,68.0
59,Somewhere in Time,1980,7.3,29,24144,73.0
60,Stir Crazy,1980,6.8,56,22371,68.0
61,Private Benjamin,1980,6.1,59,21379,61.0
62,American Gigolo,1980,6.3,57,18991,63.0
63,The Final Countdown,1980,6.7,51,18861,67.0
64,Fame,1980,6.6,58,18472,66.0
65,The Big Red One,1980,7.2,77,17231,72.0
66,Cruising,1980,6.4,43,16137,64.0
67,Any Which Way You Can,1980,6.1,51,15673,61.0
68,Coal Miner's Daughter,1980,7.5,87,14984,75.0
69,Brubaker,1980,7.1,54,14232,71.0
70,Smokey and the Bandit II,1980,5.2,41,13394,52.0
71,Prom Night,1980,5.4,45,12977,54.0
72,Used Cars,1980,6.8,68,12221,68.0
73,Maniac,1980,6.5,22,12208,65.0
74,Heaven's Gate,1980,6.8,57,11975,68.0
75,Urban Cowboy,1980,6.3,61,11771,63.0
76,Star Wars: Episode V - The Empire Strikes Back,1980,8.8,82,1032295,88.0
77,The Shining,1980,8.4,63,764451,84.0
78,Raging Bull,1980,8.2,89,283057,82.0
79,The Elephant Man,1980,8.2,77,197620,82.0
80,Airplane!,1980,7.8,78,187477,78.0
81,The Blues Brothers,1980,7.9,60,165181,79.0
82,Friday the 13th,1980,6.5,22,103500,65.0
83,Caddyshack,1980,7.3,48,95199,73.0
84,Superman II,1980,6.8,87,89468,68.0
85,The Blue Lagoon,1980,5.7,31,57574,57.0
86,The Fog,1980,6.8,55,56305,68.0
87,The Gods Must Be Crazy,1980,7.3,73,48678,73.0
88,Cannibal Holocaust,1980,5.9,22,45602,59.0
89,Flash Gordon,1980,6.5,58,45030,65.0
90,Ordinary People,1980,7.8,87,41578,78.0
91,Dressed to Kill,1980,7.1,74,29984,71.0
92,Altered States,1980,6.9,58,28825,69.0
93,Kagemusha,1980,8.0,84,28142,80.0
94,Popeye,1980,5.2,64,26643,52.0
95,The Changeling,1980,7.3,70,26028,73.0
96,9 to 5,1980,6.8,58,24350,68.0
97,Somewhere in Time,1980,7.3,29,24144,73.0
98,Stir Crazy,1980,6.8,56,22371,68.0
99,Private Benjamin,1980,6.1,59,21379,61.0
100,American Gigolo,1980,6.3,57,18991,63.0
101,The Final Countdown,1980,6.7,51,18861,67.0
102,Fame,1980,6.6,58,18472,66.0
103,The Big Red One,1980,7.2,77,17231,72.0
104,Cruising,1980,6.4,43,16137,64.0
105,Any Which Way You Can,1980,6.1,51,15673,61.0
106,Coal Miner's Daughter,1980,7.5,87,14984,75.0
107,Brubaker,1980,7.1,54,14232,71.0
108,Smokey and the Bandit II,1980,5.2,41,13394,52.0
109,Prom Night,1980,5.4,45,12977,54.0
110,Used Cars,1980,6.8,68,12221,68.0
111,Maniac,1980,6.5,22,12208,65.0
112,Heaven's Gate,1980,6.8,57,11975,68.0
113,Urban Cowboy,1980,6.3,61,11771,63.0
114,Star Wars: Episode V - The Empire Strikes Back,1980,8.8,82,1032295,88.0
115,The Shining,1980,8.4,63,764451,84.0
116,Raging Bull,1980,8.2,89,283057,82.0
117,The Elephant Man,1980,8.2,77,197620,82.0
118,Airplane!,1980,7.8,78,187477,78.0
119,The Blues Brothers,1980,7.9,60,165181,79.0
120,Friday the 13th,1980,6.5,22,103500,65.0
121,Caddyshack,1980,7.3,48,95199,73.0
122,Superman II,1980,6.8,87,89468,68.0
123,The Blue Lagoon,1980,5.7,31,57574,57.0
124,The Fog,1980,6.8,55,56305,68.0
125,The Gods Must Be Crazy,1980,7.3,73,48678,73.0
126,Cannibal Holocaust,1980,5.9,22,45602,59.0
127,Flash Gordon,1980,6.5,58,45030,65.0
128,Ordinary People,1980,7.8,87,41578,78.0
129,Dressed to Kill,1980,7.1,74,29984,71.0
130,Altered States,1980,6.9,58,28825,69.0
131,Kagemusha,1980,8.0,84,28142,80.0
132,Popeye,1980,5.2,64,26643,52.0
133,The Changeling,1980,7.3,70,26028,73.0
134,9 to 5,1980,6.8,58,24350,68.0
135,Somewhere in Time,1980,7.3,29,24144,73.0
136,Stir Crazy,1980,6.8,56,22371,68.0
137,Private Benjamin,1980,6.1,59,21379,61.0
138,American Gigolo,1980,6.3,57,18991,63.0
139,The Final Countdown,1980,6.7,51,18861,67.0
140,Fame,1980,6.6,58,18472,66.0
141,The Big Red One,1980,7.2,77,17231,72.0
142,Cruising,1980,6.4,43,16137,64.0
143,Any Which Way You Can,1980,6.1,51,15673,61.0
144,Coal Miner's Daughter,1980,7.5,87,14984,75.0
145,Brubaker,1980,7.1,54,14232,71.0
146,Smokey and the Bandit II,1980,5.2,41,13394,52.0
147,Prom Night,1980,5.4,45,12977,54.0
148,Used Cars,1980,6.8,68,12221,68.0
149,Maniac,1980,6.5,22,12208,65.0
150,Heaven's Gate,1980,6.8,57,11975,68.0
151,Urban Cowboy,1980,6.3,61,11771,63.0
152,Raiders of the Lost Ark,1981,8.5,85,797045,85.0
153,Das Boot,1981,8.4,86,205460,84.0
154,The Evil Dead,1981,7.5,71,167300,75.0
155,The Road Warrior,1981,7.6,77,152890,76.0
156,Escape from New York,1981,7.2,76,110431,72.0
157,For Your Eyes Only,1981,6.8,54,82624,68.0
158,An American Werewolf in London,1981,7.6,60,80333,76.0
159,The Fox and the Hound,1981,7.3,65,75523,73.0
160,Halloween II,1981,6.6,40,65265,66.0
161,Stripes,1981,6.9,68,57894,69.0
162,Excalibur,1981,7.4,56,52954,74.0
163,Time Bandits,1981,7.0,79,52690,70.0
164,Friday the 13th Part 2,1981,6.1,26,50386,61.0
165,Chariots of Fire,1981,7.2,78,48572,72.0
166,Scanners,1981,6.8,60,42211,68.0
167,History of the World: Part I,1981,6.9,47,42191,69.0
168,Clash of the Titans,1981,6.9,59,37203,69.0
169,Blow Out,1981,7.4,85,36438,74.0
170,Porky's,1981,6.2,40,34868,62.0
171,Gallipoli,1981,7.5,65,33665,75.0
172,The Cannonball Run,1981,6.2,28,30192,62.0
173,Heavy Metal,1981,6.7,51,27816,67.0
174,The Howling,1981,6.6,68,27418,66.0
175,Body Heat,1981,7.4,77,27387,74.0
176,On Golden Pond,1981,7.7,68,25100,77.0
177,Victory,1981,6.6,57,24699,66.0
178,Outland,1981,6.6,48,24629,66.0
179,Arthur,1981,6.9,69,23763,69.0
180,Thief,1981,7.4,78,21043,74.0
181,The Postman Always Rings Twice,1981,6.6,61,19639,66.0
182,Reds,1981,7.4,76,18897,74.0
183,Quest for Fire,1981,7.4,79,18874,74.0
184,The Final Conflict,1981,5.6,34,16525,56.0
185,Taps,1981,6.8,49,15182,68.0
186,My Bloody Valentine,1981,6.3,46,15156,63.0
187,Nighthawks,1981,6.4,56,14868,64.0
188,Southern Comfort,1981,7.2,63,14182,72.0
189,The Burning,1981,6.5,42,13257,65.0
190,Dragonslayer,1981,6.7,68,13056,67.0
191,Mommie Dearest,1981,6.7,55,12795,67.0
192,The Great Muppet Caper,1981,7.2,70,11970,72.0
193,Absence of Malice,1981,6.9,64,10740,69.0
194,Raiders of the Lost Ark,1981,8.5,85,797045,85.0
195,Das Boot,1981,8.4,86,205460,84.0
196,The Evil Dead,1981,7.5,71,167300,75.0
197,The Road Warrior,1981,7.6,77,152890,76.0
198,Escape from New York,1981,7.2,76,110431,72.0
199,For Your Eyes Only,1981,6.8,54,82624,68.0
200,An American Werewolf in London,1981,7.6,60,80333,76.0
201,The Fox and the Hound,1981,7.3,65,75523,73.0
202,Halloween II,1981,6.6,40,65265,66.0
203,Stripes,1981,6.9,68,57894,69.0
204,Excalibur,1981,7.4,56,52954,74.0
205,Time Bandits,1981,7.0,79,52690,70.0
206,Friday the 13th Part 2,1981,6.1,26,50386,61.0
207,Chariots of Fire,1981,7.2,78,48572,72.0
208,Scanners,1981,6.8,60,42211,68.0
209,History of the World: Part I,1981,6.9,47,42191,69.0
210,Clash of the Titans,1981,6.9,59,37203,69.0
211,Blow Out,1981,7.4,85,36438,74.0
212,Porky's,1981,6.2,40,34868,62.0
213,Gallipoli,1981,7.5,65,33665,75.0
214,The Cannonball Run,1981,6.2,28,30192,62.0
215,Heavy Metal,1981,6.7,51,27816,67.0
216,The Howling,1981,6.6,68,27418,66.0
217,Body Heat,1981,7.4,77,27387,74.0
218,On Golden Pond,1981,7.7,68,25100,77.0
219,Victory,1981,6.6,57,24699,66.0
220,Outland,1981,6.6,48,24629,66.0
221,Arthur,1981,6.9,69,23763,69.0
222,Thief,1981,7.4,78,21043,74.0
223,The Postman Always Rings Twice,1981,6.6,61,19639,66.0
224,Reds,1981,7.4,76,18897,74.0
225,Quest for Fire,1981,7.4,79,18874,74.0
226,The Final Conflict,1981,5.6,34,16525,56.0
227,Taps,1981,6.8,49,15182,68.0
228,My Bloody Valentine,1981,6.3,46,15156,63.0
229,Nighthawks,1981,6.4,56,14868,64.0
230,Southern Comfort,1981,7.2,63,14182,72.0
231,The Burning,1981,6.5,42,13257,65.0
232,Dragonslayer,1981,6.7,68,13056,67.0
233,Mommie Dearest,1981,6.7,55,12795,67.0
234,The Great Muppet Caper,1981,7.2,70,11970,72.0
235,Absence of Malice,1981,6.9,64,10740,69.0
236,Raiders of the Lost Ark,1981,8.5,85,797045,85.0
237,Das Boot,1981,8.4,86,205460,84.0
238,The Evil Dead,1981,7.5,71,167300,75.0
239,The Road Warrior,1981,7.6,77,152890,76.0
240,Escape from New York,1981,7.2,76,110431,72.0
241,For Your Eyes Only,1981,6.8,54,82624,68.0
242,An American Werewolf in London,1981,7.6,60,80333,76.0
243,The Fox and the Hound,1981,7.3,65,75523,73.0
244,Halloween II,1981,6.6,40,65265,66.0
245,Stripes,1981,6.9,68,57894,69.0
246,Excalibur,1981,7.4,56,52954,74.0
247,Time Bandits,1981,7.0,79,52690,70.0
248,Friday the 13th Part 2,1981,6.1,26,50386,61.0
249,Chariots of Fire,1981,7.2,78,48572,72.0
250,Scanners,1981,6.8,60,42211,68.0
251,History of the World: Part I,1981,6.9,47,42191,69.0
252,Clash of the Titans,1981,6.9,59,37203,69.0
253,Blow Out,1981,7.4,85,36438,74.0
254,Porky's,1981,6.2,40,34868,62.0
255,Gallipoli,1981,7.5,65,33665,75.0
256,The Cannonball Run,1981,6.2,28,30192,62.0
257,Heavy Metal,1981,6.7,51,27816,67.0
258,The Howling,1981,6.6,68,27418,66.0
259,Body Heat,1981,7.4,77,27387,74.0
260,On Golden Pond,1981,7.7,68,25100,77.0
261,Victory,1981,6.6,57,24699,66.0
262,Outland,1981,6.6,48,24629,66.0
263,Arthur,1981,6.9,69,23763,69.0
264,Thief,1981,7.4,78,21043,74.0
265,The Postman Always Rings Twice,1981,6.6,61,19639,66.0
266,Reds,1981,7.4,76,18897,74.0
267,Quest for Fire,1981,7.4,79,18874,74.0
268,The Final Conflict,1981,5.6,34,16525,56.0
269,Taps,1981,6.8,49,15182,68.0
270,My Bloody Valentine,1981,6.3,46,15156,63.0
271,Nighthawks,1981,6.4,56,14868,64.0
272,Southern Comfort,1981,7.2,63,14182,72.0
273,The Burning,1981,6.5,42,13257,65.0
274,Dragonslayer,1981,6.7,68,13056,67.0
275,Mommie Dearest,1981,6.7,55,12795,67.0
276,The Great Muppet Caper,1981,7.2,70,11970,72.0
277,Absence of Malice,1981,6.9,64,10740,69.0
278,Raiders of the Lost Ark,1981,8.5,85,797045,85.0
279,Das Boot,1981,8.4,86,205460,84.0
280,The Evil Dead,1981,7.5,71,167300,75.0
281,The Road Warrior,1981,7.6,77,152890,76.0
282,Escape from New York,1981,7.2,76,110431,72.0
283,For Your Eyes Only,1981,6.8,54,82624,68.0
284,An American Werewolf in London,1981,7.6,60,80333,76.0
285,The Fox and the Hound,1981,7.3,65,75523,73.0
286,Halloween II,1981,6.6,40,65265,66.0
287,Stripes,1981,6.9,68,57894,69.0
288,Excalibur,1981,7.4,56,52954,74.0
289,Time Bandits,1981,7.0,79,52690,70.0
290,Friday the 13th Part 2,1981,6.1,26,50386,61.0
291,Chariots of Fire,1981,7.2,78,48572,72.0
292,Scanners,1981,6.8,60,42211,68.0
293,History of the World: Part I,1981,6.9,47,42191,69.0
294,Clash of the Titans,1981,6.9,59,37203,69.0
295,Blow Out,1981,7.4,85,36438,74.0
296,Porky's,1981,6.2,40,34868,62.0
297,Gallipoli,1981,7.5,65,33665,75.0
298,The Cannonball Run,1981,6.2,28,30192,62.0
299,Heavy Metal,1981,6.7,51,27816,67.0
300,The Howling,1981,6.6,68,27418,66.0
301,Body Heat,1981,7.4,77,27387,74.0
302,On Golden Pond,1981,7.7,68,25100,77.0
303,Victory,1981,6.6,57,24699,66.0
304,Outland,1981,6.6,48,24629,66.0
305,Arthur,1981,6.9,69,23763,69.0
306,Thief,1981,7.4,78,21043,74.0
307,The Postman Always Rings Twice,1981,6.6,61,19639,66.0
308,Reds,1981,7.4,76,18897,74.0
309,Quest for Fire,1981,7.4,79,18874,74.0
310,The Final Conflict,1981,5.6,34,16525,56.0
311,Taps,1981,6.8,49,15182,68.0
312,My Bloody Valentine,1981,6.3,46,15156,63.0
313,Nighthawks,1981,6.4,56,14868,64.0
314,Southern Comfort,1981,7.2,63,14182,72.0
315,The Burning,1981,6.5,42,13257,65.0
316,Dragonslayer,1981,6.7,68,13056,67.0
317,Mommie Dearest,1981,6.7,55,12795,67.0
318,The Great Muppet Caper,1981,7.2,70,11970,72.0
319,Absence of Malice,1981,6.9,64,10740,69.0
320,Blade Runner,1982,8.2,89,617320,82.0
321,E.T. the Extra-Terrestrial,1982,7.9,91,331978,79.0
322,The Thing,1982,8.1,57,324773,81.0
323,Gandhi,1982,8.1,79,204786,81.0
324,First Blood,1982,7.7,61,199423,77.0
325,Rocky III,1982,6.8,57,153099,68.0
326,Poltergeist,1982,7.4,79,126941,74.0
327,Conan the Barbarian,1982,6.9,43,126792,69.0
328,TRON,1982,6.8,58,105039,68.0
329,Star Trek II: The Wrath of Khan,1982,7.7,67,103846,77.0
330,Tootsie,1982,7.4,87,88140,74.0
331,Fast Times at Ridgemont High,1982,7.2,67,83851,72.0
332,Pink Floyd: The Wall,1982,8.0,47,69442,80.0
333,The King of Comedy,1982,7.8,73,65896,78.0
334,48 Hrs.,1982,6.9,71,62135,69.0
335,Fanny and Alexander,1982,8.1,100,51637,81.0
336,The Dark Crystal,1982,7.2,66,49314,72.0
337,Airplane II: The Sequel,1982,6.1,48,44150,61.0
338,An Officer and a Gentleman,1982,7.0,75,43843,70.0
339,Friday the 13th Part III,1982,5.7,30,40655,57.0
340,Halloween III: Season of the Witch,1982,4.8,50,37583,48.0
341,Creepshow,1982,6.9,59,36879,69.0
342,Sophie's Choice,1982,7.6,68,36222,76.0
343,Annie,1982,6.5,39,35983,65.0
344,The Secret of NIMH,1982,7.6,76,32487,76.0
345,The Verdict,1982,7.8,77,31753,78.0
346,Grease 2,1982,4.3,52,30137,43.0
347,The World According to Garp,1982,7.2,63,23222,72.0
348,Firefox,1982,5.9,44,22950,59.0
349,The Last Unicorn,1982,7.5,70,22036,75.0
350,The Beastmaster,1982,6.2,18,18073,62.0
351,The Year of Living Dangerously,1982,7.2,65,17735,72.0
352,Victor Victoria,1982,7.6,84,17632,76.0
353,Diner,1982,7.2,82,17161,72.0
354,Cat People,1982,6.1,62,17115,61.0
355,A Midsummer Night's Sex Comedy,1982,6.7,51,17003,67.0
356,Missing,1982,7.8,78,16370,78.0
357,Basket Case,1982,6.2,77,14114,62.0
358,The Entity,1982,6.6,35,13070,66.0
359,Blade Runner,1982,8.2,89,617320,82.0
360,E.T. the Extra-Terrestrial,1982,7.9,91,331978,79.0
361,The Thing,1982,8.1,57,324773,81.0
362,Gandhi,1982,8.1,79,204786,81.0
363,First Blood,1982,7.7,61,199423,77.0
364,Rocky III,1982,6.8,57,153099,68.0
365,Poltergeist,1982,7.4,79,126941,74.0
366,Conan the Barbarian,1982,6.9,43,126792,69.0
367,TRON,1982,6.8,58,105039,68.0
368,Star Trek II: The Wrath of Khan,1982,7.7,67,103846,77.0
369,Tootsie,1982,7.4,87,88140,74.0
370,Fast Times at Ridgemont High,1982,7.2,67,83851,72.0
371,Pink Floyd: The Wall,1982,8.0,47,69442,80.0
372,The King of Comedy,1982,7.8,73,65896,78.0
373,48 Hrs.,1982,6.9,71,62135,69.0
374,Fanny and Alexander,1982,8.1,100,51637,81.0
375,The Dark Crystal,1982,7.2,66,49314,72.0
376,Airplane II: The Sequel,1982,6.1,48,44150,61.0
377,An Officer and a Gentleman,1982,7.0,75,43843,70.0
378,Friday the 13th Part III,1982,5.7,30,40655,57.0
379,Halloween III: Season of the Witch,1982,4.8,50,37583,48.0
380,Creepshow,1982,6.9,59,36879,69.0
381,Sophie's Choice,1982,7.6,68,36222,76.0
382,Annie,1982,6.5,39,35983,65.0
383,The Secret of NIMH,1982,7.6,76,32487,76.0
384,The Verdict,1982,7.8,77,31753,78.0
385,Grease 2,1982,4.3,52,30137,43.0
386,The World According to Garp,1982,7.2,63,23222,72.0
387,Firefox,1982,5.9,44,22950,59.0
388,The Last Unicorn,1982,7.5,70,22036,75.0
389,The Beastmaster,1982,6.2,18,18073,62.0
390,The Year of Living Dangerously,1982,7.2,65,17735,72.0
391,Victor Victoria,1982,7.6,84,17632,76.0
392,Diner,1982,7.2,82,17161,72.0
393,Cat People,1982,6.1,62,17115,61.0
394,A Midsummer Night's Sex Comedy,1982,6.7,51,17003,67.0
395,Missing,1982,7.8,78,16370,78.0
396,Basket Case,1982,6.2,77,14114,62.0
397,The Entity,1982,6.6,35,13070,66.0
398,Blade Runner,1982,8.2,89,617320,82.0
399,E.T. the Extra-Terrestrial,1982,7.9,91,331978,79.0
400,The Thing,1982,8.1,57,324773,81.0
401,Gandhi,1982,8.1,79,204786,81.0
402,First Blood,1982,7.7,61,199423,77.0
403,Rocky III,1982,6.8,57,153099,68.0
404,Poltergeist,1982,7.4,79,126941,74.0
405,Conan the Barbarian,1982,6.9,43,126792,69.0
406,TRON,1982,6.8,58,105039,68.0
407,Star Trek II: The Wrath of Khan,1982,7.7,67,103846,77.0
408,Tootsie,1982,7.4,87,88140,74.0
409,Fast Times at Ridgemont High,1982,7.2,67,83851,72.0
410,Pink Floyd: The Wall,1982,8.0,47,69442,80.0
411,The King of Comedy,1982,7.8,73,65896,78.0
412,48 Hrs.,1982,6.9,71,62135,69.0
413,Fanny and Alexander,1982,8.1,100,51637,81.0
414,The Dark Crystal,1982,7.2,66,49314,72.0
415,Airplane II: The Sequel,1982,6.1,48,44150,61.0
416,An Officer and a Gentleman,1982,7.0,75,43843,70.0
417,Friday the 13th Part III,1982,5.7,30,40655,57.0
418,Halloween III: Season of the Witch,1982,4.8,50,37583,48.0
419,Creepshow,1982,6.9,59,36879,69.0
420,Sophie's Choice,1982,7.6,68,36222,76.0
421,Annie,1982,6.5,39,35983,65.0
422,The Secret of NIMH,1982,7.6,76,32487,76.0
423,The Verdict,1982,7.8,77,31753,78.0
424,Grease 2,1982,4.3,52,30137,43.0
425,The World According to Garp,1982,7.2,63,23222,72.0
426,Firefox,1982,5.9,44,22950,59.0
427,The Last Unicorn,1982,7.5,70,22036,75.0
428,The Beastmaster,1982,6.2,18,18073,62.0
429,The Year of Living Dangerously,1982,7.2,65,17735,72.0
430,Victor Victoria,1982,7.6,84,17632,76.0
431,Diner,1982,7.2,82,17161,72.0
432,Cat People,1982,6.1,62,17115,61.0
433,A Midsummer Night's Sex Comedy,1982,6.7,51,17003,67.0
434,Missing,1982,7.8,78,16370,78.0
435,Basket Case,1982,6.2,77,14114,62.0
436,The Entity,1982,6.6,35,13070,66.0
437,Blade Runner,1982,8.2,89,617320,82.0
438,E.T. the Extra-Terrestrial,1982,7.9,91,331978,79.0
439,The Thing,1982,8.1,57,324773,81.0
440,Gandhi,1982,8.1,79,204786,81.0
441,First Blood,1982,7.7,61,199423,77.0
442,Rocky III,1982,6.8,57,153099,68.0
443,Poltergeist,1982,7.4,79,126941,74.0
444,Conan the Barbarian,1982,6.9,43,126792,69.0
445,TRON,1982,6.8,58,105039,68.0
446,Star Trek II: The Wrath of Khan,1982,7.7,67,103846,77.0
447,Tootsie,1982,7.4,87,88140,74.0
448,Fast Times at Ridgemont High,1982,7.2,67,83851,72.0
449,Pink Floyd: The Wall,1982,8.0,47,69442,80.0
450,The King of Comedy,1982,7.8,73,65896,78.0
451,48 Hrs.,1982,6.9,71,62135,69.0
452,Fanny and Alexander,1982,8.1,100,51637,81.0
453,The Dark Crystal,1982,7.2,66,49314,72.0
454,Airplane II: The Sequel,1982,6.1,48,44150,61.0
455,An Officer and a Gentleman,1982,7.0,75,43843,70.0
456,Friday the 13th Part III,1982,5.7,30,40655,57.0
457,Halloween III: Season of the Witch,1982,4.8,50,37583,48.0
458,Creepshow,1982,6.9,59,36879,69.0
459,Sophie's Choice,1982,7.6,68,36222,76.0
460,Annie,1982,6.5,39,35983,65.0
461,The Secret of NIMH,1982,7.6,76,32487,76.0
462,The Verdict,1982,7.8,77,31753,78.0
463,Grease 2,1982,4.3,52,30137,43.0
464,The World According to Garp,1982,7.2,63,23222,72.0
465,Firefox,1982,5.9,44,22950,59.0
466,The Last Unicorn,1982,7.5,70,22036,75.0
467,The Beastmaster,1982,6.2,18,18073,62.0
468,The Year of Living Dangerously,1982,7.2,65,17735,72.0
469,Victor Victoria,1982,7.6,84,17632,76.0
470,Diner,1982,7.2,82,17161,72.0
471,Cat People,1982,6.1,62,17115,61.0
472,A Midsummer Night's Sex Comedy,1982,6.7,51,17003,67.0
473,Missing,1982,7.8,78,16370,78.0
474,Basket Case,1982,6.2,77,14114,62.0
475,The Entity,1982,6.6,35,13070,66.0
476,Star Wars: Episode VI - Return of the Jedi,1983,8.3,58,846180,83.0
477,Scarface,1983,8.3,65,652526,83.0
478,Trading Places,1983,7.5,69,121743,75.0
479,A Christmas Story,1983,8.0,77,121494,80.0
480,Vacation,1983,7.4,55,85600,74.0
481,Octopussy,1983,6.6,63,85511,66.0
482,WarGames,1983,7.1,77,82317,71.0
483,Videodrome,1983,7.3,60,73363,73.0
484,Risky Business,1983,6.8,75,72596,68.0
485,The Outsiders,1983,7.2,41,66933,72.0
486,Christine,1983,6.7,57,62078,67.0
487,Superman III,1983,4.9,44,58716,49.0
488,Never Say Never Again,1983,6.2,68,55353,62.0
489,The Dead Zone,1983,7.2,69,53707,72.0
490,The Right Stuff,1983,7.9,91,51457,79.0
491,Terms of Endearment,1983,7.4,79,48684,74.0
492,Flashdance,1983,6.2,39,42195,62.0
493,Sudden Impact,1983,6.6,52,36583,66.0
494,Jaws 3-D,1983,3.6,27,34687,36.0
495,Cujo,1983,6.0,57,33716,60.0
496,Twilight Zone: The Movie,1983,6.5,44,29832,65.0
497,The Big Chill,1983,7.2,61,29665,72.0
498,Rumble Fish,1983,7.2,63,28547,72.0
499,Krull,1983,6.1,45,27343,61.0
500,The Man with Two Brains,1983,6.4,61,22197,64.0
501,Sleepaway Camp,1983,6.3,58,21476,63.0
502,Psycho II,1983,6.4,54,20638,64.0
503,Mr. Mom,1983,6.5,50,18878,65.0
504,Silkwood,1983,7.2,64,16490,72.0
505,Blue Thunder,1983,6.4,66,14794,64.0
506,Strange Brew,1983,6.8,50,14489,68.0
507,All the Right Moves,1983,5.9,62,14298,59.0
508,Staying Alive,1983,4.5,23,13070,45.0
509,Bad Boys,1983,7.2,53,12503,72.0
510,Valley Girl,1983,6.4,66,11702,64.0
511,Star Wars: Episode VI - Return of the Jedi,1983,8.3,58,846180,83.0
512,Scarface,1983,8.3,65,652526,83.0
513,Trading Places,1983,7.5,69,121743,75.0
514,A Christmas Story,1983,8.0,77,121494,80.0
515,Vacation,1983,7.4,55,85600,74.0
516,Octopussy,1983,6.6,63,85511,66.0
517,WarGames,1983,7.1,77,82317,71.0
518,Videodrome,1983,7.3,60,73363,73.0
519,Risky Business,1983,6.8,75,72596,68.0
520,The Outsiders,1983,7.2,41,66933,72.0
521,Christine,1983,6.7,57,62078,67.0
522,Superman III,1983,4.9,44,58716,49.0
523,Never Say Never Again,1983,6.2,68,55353,62.0
524,The Dead Zone,1983,7.2,69,53707,72.0
525,The Right Stuff,1983,7.9,91,51457,79.0
526,Terms of Endearment,1983,7.4,79,48684,74.0
527,Flashdance,1983,6.2,39,42195,62.0
528,Sudden Impact,1983,6.6,52,36583,66.0
529,Jaws 3-D,1983,3.6,27,34687,36.0
530,Cujo,1983,6.0,57,33716,60.0
531,Twilight Zone: The Movie,1983,6.5,44,29832,65.0
532,The Big Chill,1983,7.2,61,29665,72.0
533,Rumble Fish,1983,7.2,63,28547,72.0
534,Krull,1983,6.1,45,27343,61.0
535,The Man with Two Brains,1983,6.4,61,22197,64.0
536,Sleepaway Camp,1983,6.3,58,21476,63.0
537,Psycho II,1983,6.4,54,20638,64.0
538,Mr. Mom,1983,6.5,50,18878,65.0
